obra;grupo;material_normalizado;material;unidade;data;quantidade;valor_unitario;valor_total;ano
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.3/4"" (3M)";"TUBO DE COBRE DIÂMETRO 1.3/4"" (3m)";KG;;27.0;115.0;3105.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.3/4"" (50M)";"TUBO DE COBRE DIÂMETRO 1.3/4"" (50m)";KG;;330.0;115.0;37950.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (101M)";"TUBO DE COBRE DIÂMETRO 1/2"" (101m)";KG;;69.0;115.0;7935.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (20M)";"TUBO DE COBRE DIÂMETRO 1/2"" (20m)";KG;;18.147;115.0;2086.9049999999997;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (21M)";"TUBO DE COBRE DIÂMETRO 1/2"" (21m)";KG;;19.05435;115.0;2191.25025;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (2M)";"TUBO DE COBRE DIÂMETRO 1/2"" (2m)";KG;;1.0;115.0;115.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (60M)";"TUBO DE COBRE DIÂMETRO 1/2"" (60m)";KG;01/01/2185;57.0;115.0;6555.0;2185
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 2"" (25M)";"TUBO DE COBRE DIÂMETRO 2"" (25m)";KG;;228.0;115.0;26220.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 2"" (70M)";"TUBO DE COBRE DIÂMETRO 2"" (70m)";KG;;352.5899999999999;115.0;40547.84999999999;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (10M)";"TUBO DE COBRE DIÂMETRO 3/4"" (10m)";KG;;27.0;90.0;2430.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (12M)";"TUBO DE COBRE DIÂMETRO 3/4"" (12m)";KG;;21.307199999999998;90.0;1917.648;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (15M)";"TUBO DE COBRE DIÂMETRO 3/4"" (15m)";KG;;53.95099999999999;90.0;4855.589999999999;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (31M)";"TUBO DE COBRE DIÂMETRO 3/4"" (31m)";KG;01/01/1890;63.0;90.0;5670.0;1890
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (25M)";"TUBO DE COBRE DIÂMETRO 3/8"" (25m)";KG;;6.0;90.0;540.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (48M)";"TUBO DE COBRE DIÂMETRO 3/8"" (48m)";KG;;11.0;90.0;990.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (84M)";"TUBO DE COBRE DIÂMETRO 3/8"" (84m)";KG;;55.9314;90.0;5033.826;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (92M)";"TUBO DE COBRE DIÂMETRO 3/8"" (92m)";KG;;10.0;90.0;900.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (92M)";"TUBO DE COBRE DIÂMETRO 3/8"" (92m)";KG;01/01/1837;40.8388;90.0;3675.4919999999997;1837
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (100M)";"TUBO DE COBRE DIÂMETRO 5/8"" (100m)";KG;;114.885;90.0;10339.650000000001;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (120M)";"TUBO DE COBRE DIÂMETRO 5/8"" (120m)";KG;;46.0;90.0;4140.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (25M)";"TUBO DE COBRE DIÂMETRO 5/8"" (25m)";KG;;30.0;90.0;2700.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (33M)";"TUBO DE COBRE DIÂMETRO 5/8"" (33m)";KG;;39.0;90.0;3510.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (50M)";"TUBO DE COBRE DIÂMETRO 5/8"" (50m)";KG;01/01/1800;20.0;90.0;1800.0;1800
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (81M)";"TUBO DE COBRE DIÂMETRO 5/8"" (81m)";KG;;62.0379;90.0;5583.411;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (81M)";"TUBO DE COBRE DIÂMETRO 5/8"" (81m)";KG;01/01/2250;25.0;90.0;2250.0;2250
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (104M)";"TUBO DE COBRE DIÂMETRO 7/8"" (104m)";KG;;249.0;115.0;28635.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (110M)";"TUBO DE COBRE DIÂMETRO 7/8"" (110m)";KG;;699.381;115.0;80428.815;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (122M)";"TUBO DE COBRE DIÂMETRO 7/8"" (122m)";KG;;129.0;115.0;14835.0;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (24M)";"TUBO DE COBRE DIÂMETRO 7/8"" (24m)";KG;;50.67359999999999;115.0;5827.463999999999;
CASSOL CENTERLAR CAMPINAS - AC11725;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 7/8"" (25M)";"TUBO DE COBRE DIÂMETRO 7/8"" (25m)";KG;;14.0;115.0;1610.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;CABO ÉLETRICO 1,5MM²;CABO ÉLETRICO 1,5mm²;M;;168.0;1.3;554.4;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;"CANTONEIRA 1"" X 3/16""";"Cantoneira 1"" x 3/16""";pç;;2.0;126.5;253.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DIFUSOR 600 X 600;Difusor 600 x 600;UNID.;;4.0;996.42;3985.68;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DIFUSOR CIRCULAR, EM PLÁSTICO Ø100 MM. REF: SICFLUX RVA 100;DIFUSOR CIRCULAR, EM PLÁSTICO Ø100 MM. REF: SICFLUX RVA 100;UNID.;;14.0;32.5708125;875.9913750000001;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DIFUSOR CIRCULAR, EM PLÁSTICO Ø150 MM. REF: SICFLUX RVA 150;DIFUSOR CIRCULAR, EM PLÁSTICO Ø150 MM. REF: SICFLUX RVA 150;UNID.;;2.0;48.8511375;157.702275;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DIFUSOR DE CORTINA DE AR HOSPITALAR EM ALUMINIO EXTRUDADO, COM CAIXA PLENUM EM AÇO INOX E BOCAL DUPLO DE Ø150MM. REF.: TROX ICFL-2 1860(L);DIFUSOR DE CORTINA DE AR HOSPITALAR EM ALUMINIO EXTRUDADO, COM CAIXA PLENUM EM AÇO INOX E BOCAL DUPLO DE Ø150MM. REF.: TROX ICFL-2 1860(L);UNID.;;8.0;790.0;6720.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DIFUSOR DE CORTINA DE AR HOSPITALAR EM ALUMINIO EXTRUDADO, COM CAIXA PLENUM EM AÇO INOX E BOCAL TRIPLO DE Ø150MM. REF.: TROX ICFL-2 2360©;DIFUSOR DE CORTINA DE AR HOSPITALAR EM ALUMINIO EXTRUDADO, COM CAIXA PLENUM EM AÇO INOX E BOCAL TRIPLO DE Ø150MM. REF.: TROX ICFL-2 2360©;UNID.;01/01/1700;4.0;1700.0;9200.0;1700
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DIFUSOR DE CORTINA DE AR HOSPITALAR EM ALUMINIO EXTRUDADO, COM CAIXA PLENUM EM AÇO INOX E BOCAL TRIPLO DE Ø150MM. REF.: TROX ICFL-2 2360©;DIFUSOR DE CORTINA DE AR HOSPITALAR EM ALUMINIO EXTRUDADO, COM CAIXA PLENUM EM AÇO INOX E BOCAL TRIPLO DE Ø150MM. REF.: TROX ICFL-2 2360©;UNID.;01/01/2000;4.0;2000.0;10400.0;2000
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;"DIFUSOR PARA INSUFLAMENTO COM CAIXA PLENUM, DUPLA DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL DI - 23 - 15""X9""";"DIFUSOR PARA INSUFLAMENTO COM CAIXA PLENUM, DUPLA DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL DI - 23 - 15""X9""";UNID.;;2.0;315.85;731.7;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;"DIFUSOR PARA INSUFLAMENTO COM CAIXA PLENUM, SIMPLES DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL DI - 11 - 9""X9""";"DIFUSOR PARA INSUFLAMENTO COM CAIXA PLENUM, SIMPLES DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL DI - 11 - 9""X9""";UNID.;;4.0;209.905;1039.62;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DISJUNTOR E CONTATOR;Disjuntor e Contator;pç;;1.0;1008.0;1008.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 6M);M;;66.0;20.65;1362.8999999999999;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø200 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø200 MM (BARRA COM 6M);M;;60.0;27.55;1653.0000000000002;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø100 MM (BARRA COM 10 M);M;;80.0;13.33;1066.4;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø150 MM (BARRA COM 10 M);DUTO CIRCULAR FLEXIVEL SEM ISOLAMENTO Ø150 MM (BARRA COM 10 M);M;;20.0;10.0;200.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;GRELHA CIRCULAR, EM PLÁSTICO Ø100 MM. REF: SICFLUX S-100;GRELHA CIRCULAR, EM PLÁSTICO Ø100 MM. REF: SICFLUX S-100;UNID.;;14.0;9.7661625;556.726275;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;GRELHA CIRCULAR, EM PLÁSTICO Ø150 MM. REF: SICFLUX S-150;GRELHA CIRCULAR, EM PLÁSTICO Ø150 MM. REF: SICFLUX S-150;UNID.;;6.0;15.4165125;272.499075;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;GRELHA DE RETORNO, DIM. 425X225. REF.: TROX AT-AG/425X225/A1;GRELHA DE RETORNO, DIM. 425X225. REF.: TROX AT-AG/425X225/A1;UNID.;;12.0;189.65;2875.8;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;GRELHA PARA RETORNO, SIMPLES DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL RHN-300X300;GRELHA PARA RETORNO, SIMPLES DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL RHN-300X300;UNID.;;4.0;114.0;656.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;GRELHA PARA RETORNO, SIMPLES DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL RHN-400X400;GRELHA PARA RETORNO, SIMPLES DEFLEXÃO, ALETAS HORIZONTAIS. REF.: TROPICAL RHN-400X400;UNID.;;2.0;161.565;423.13;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;INTERTRAVAMENTO VENTILADOR EXAUSTÃO;INTERTRAVAMENTO VENTILADOR EXAUSTÃO;VB;;16.0;300.0;8000.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";"MANGUEIRA ELETRODUTO CORRUGADA 3/4""";M;;56.0;1.6;201.60000000000002;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;MANGUEIRA ELETRODUTO CORRUGADO 3/4;MANGUEIRA ELETRODUTO CORRUGADO 3/4;M;;212.0;1.6;339.20000000000005;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;MATERIAL ELETRICO;Material eletrico;conj;;1.0;110.66;110.66;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;MONTAGEM PAINEL ELETRICO;Montagem Painel Eletrico;pç;;3.0;300.0;900.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;PRESSOSTATO DE AR;Pressostato de Ar;pç;;2.0;199.0;398.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;QUADRO DE COMANDO PARA VENTILADOR DE RENOVAÇÃO 0,1KW;QUADRO DE COMANDO PARA VENTILADOR DE RENOVAÇÃO 0,1KW;VB;01/01/1800;8.0;1000.0;11600.0;1800
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA DUTO FLEXIVEL (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;01/01/1850;148.0;10.0;3700.0;1850
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;VENEZIANA 500 X 200;Veneziana 500 x 200;pç;;2.0;159.0;318.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTO;VENEZIANA TAE PARA EXAUSTÃO/RENOVAÇÃO COM TELA - 400X300 - VAZÃO 600M3/H - REF.: TROPICAL TAE 400X300;VENEZIANA TAE PARA EXAUSTÃO/RENOVAÇÃO COM TELA - 400X300 - VAZÃO 600M3/H - REF.: TROPICAL TAE 400X300;UNID.;;4.0;220.5;1082.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;ACESSÓRIOS PARA REDE DE DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;ACESSÓRIOS PARA REDE DE  DUTOS (CANTONEIRAS, COLA, REBITES, BRAÇADEIRAS PLÁSTICAS, COLARINHO, MASSA DE VEDAÇÃO, FITASAA ADESIVAS, ETC).;VB;;2.0;800.0;2600.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;CAP PVC Ø100MM;CAP PVC Ø100MM;PÇ;;2.0;3.6;7.2;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;CHAPA DE AÇO GALVANIZADO #26;CHAPA DE AÇO GALVANIZADO #26;KG;;862.0;12.0;27584.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;ISOLAMENTO LÃ DE PET;ISOLAMENTO LÃ DE PET;M²;;164.0;13.975000000000001;3111.9;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;JOELHO 90° PVC Ø100MM;JOELHO 90° PVC Ø100MM;PÇ;;2.0;4.6;9.2;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;JOELHO 90° PVC Ø150MM;JOELHO 90° PVC Ø150MM;PÇ;;4.0;19.2;76.8;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;LUVA PVC Ø100MM;LUVA PVC Ø100MM;PÇ;;8.0;18.0;144.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;LUVA PVC Ø150MM;LUVA PVC Ø150MM;PÇ;;4.0;18.0;72.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;REDUÇÃO PVC DE Ø150MM PARA Ø100MM;REDUÇÃO PVC DE Ø150MM PARA Ø100MM;PÇ;;2.0;10.6;21.2;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;REDUÇÃO PVC DE Ø200MM PARA Ø150MM;REDUÇÃO PVC DE Ø200MM PARA Ø150MM;PÇ;;4.0;47.0;188.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);SUPORTE DE REDE DE DUTOS (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCADA, FERRO CHATO);CJ;01/01/1750;140.0;10.0;3500.0;1750
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;SUPORTES PARA TUBO PVC (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;SUPORTES PARA TUBO PVC (CHUMBADOR, PORCA, ARRUELA, BARRA ROSCA, FERRO CHATO).;CJ;;48.0;10.0;1200.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;TUBO DE PVC Ø100 MM (TUBO DE 6M);TUBO DE PVC Ø100 MM (TUBO DE 6M);M;;24.0;13.0;1392.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;TUBO DE PVC Ø150 MM (TUBO DE 6M);TUBO DE PVC Ø150 MM (TUBO DE 6M);M;01/01/2040;24.0;40.0;2040.0;2040
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;DUTOS;TUBO DE PVC Ø150 MM (TUBO DE 6M);TUBO DE PVC Ø150 MM (TUBO DE 6M);M;01/08/1774;24.0;28.92;1774.08;1774
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL ARMAFLEX 520 S 0,9 L;COLA PARA ESPUMA ELASTOMÉRICA. REF:ARMACELL  ARMAFLEX 520 S 0,9 L;LITROS;;5.0;115.7875;596.3;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;CONEXÕES DE COBRE. REF:;CONEXÕES DE COBRE. REF:;VB;;2.0;629.65;1259.3;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CONJUNTO DE CALÇO DE BORRACHA OU SUPORTE TIPO MÃO FRANCESA;CJ;;8.0;80.0;640.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;GÁS ACETILENO;GÁS ACETILENO;UNID.;;4.0;200.0;800.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;GÁS NITROGÊNIO;GÁS NITROGÊNIO;UNID.;;6.0;210.0;1260.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;GÁS OXIGENIO;GÁS OXIGENIO;UNID.;;4.0;130.0;520.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1.1/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1.1/8""";M;;38.0;22.020000000000003;835.24;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/2""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  1/2""";M;;108.0;11.905;1263.38;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 1/4""";M;;72.0;10.5;738.56;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/4""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/4""";M;;134.0;14.106666666666667;1999.08;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 3/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  3/8""";M;;274.0;9.433;2493.1710000000003;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE 5/8""";"ISOLAMENTO EM BORRACHA ELASTOMÉRICA COM ESPESSURA 19MM (M) PARA TUBO DE COBRE DE  5/8""";M;;140.0;13.496525000000002;1940.2908;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);MATERIAIS DIVERSOS (SUPORTE, FIXAÇÃO, PARAFUSOS, PORCAS, ARRUELAS, FITAS, ETC.);CJ;;180.0;10.0;2370.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PROTEÇÃO MECÂNICA EM PLATISCO HOSPITALAR BRANCO LISO 0,10MMX50M (10CM);PÇ;;6.0;30.0;180.0;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;REFINET;Refinet;cj;;1.0;2971.02;2971.02;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8"" (14M)";"TUBO DE COBRE DIÂMETRO 1.1/8"" (14m)";KG;;24.0;97.2;2332.8;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1.1/8"" (14M)";"TUBO DE COBRE DIÂMETRO 1.1/8"" (14m)";KG;01/01/2147;19.4;110.7;2147.58;2147
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/2"" (40M)";"TUBO DE COBRE DIÂMETRO 1/2"" (40m)";KG;;27.1;94.785;2537.7160000000003;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 1/4"" (26M)";"TUBO DE COBRE DIÂMETRO 1/4"" (26m)";KG;;8.7;85.75;745.7;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (21M)";"TUBO DE COBRE DIÂMETRO 3/4"" (21m)";KG;;47.7;84.6;4007.6100000000006;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/4"" (28M)";"TUBO DE COBRE DIÂMETRO 3/4"" (28m)";KG;01/01/2173;24.9;87.3;2173.77;2173
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (28M)";"TUBO DE COBRE DIÂMETRO 3/8"" (28m)";KG;;6.3;84.0;529.1999999999999;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 3/8"" (66M)";"TUBO DE COBRE DIÂMETRO 3/8"" (66m)";KG;;29.4;82.95;2438.73;
CLINICA CASA GRANDE - AC02125 - PROJETOS R02;REDE FRIGORIGENA;"TUBO DE COBRE DIÂMETRO 5/8"" (45M)";"TUBO DE COBRE DIÂMETRO 5/8"" (45m)";KG;;45.3;82.95;3746.4000000000005;
CLÍNICA ARTISTI - AC05725;DUTO;CABO ELÉTRICO 1,5MM²;CABO ELÉTRICO 1,5MM²;M;;372.0;1.3;1227.6;
CLÍNICA ARTISTI - AC05725;DUTO;CAP PVC Ø200MM;CAP PVC Ø200MM;PÇ;;2.0;36.0;72.0;
CLÍNICA ARTISTI - AC05725;DUTO;CHAPA DE AÇO GALVANIZADO #26;CHAPA DE AÇO GALVANIZADO #26;KG;01/01/1728;108.0;13.0;3456.0;1728
CLÍNICA ARTISTI - AC05725;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø100 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø100 MM (BARRA COM 6M);M;;32.0;9.575;276.36;
CLÍNICA ARTISTI - AC05725;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø125 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø125 MM (BARRA COM 6M);M;;12.0;22.205;266.46;
CLÍNICA ARTISTI - AC05725;DUTO;DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 6M);DUTO CIRCULAR FLEXIVEL COM ISOLAMENTO Ø150 MM (BARRA COM 6M);M;;50.0;14.065000000000001;762.4;
CLÍNICA ARTISTI - AC05725;DUTO;INTERTRAVAMENTO EXAUSTOR AXIAL;INTERTRAVAMENTO EXAUSTOR AXIAL;VB;;2.0;300.0;1000.0;
